ZINC01403215; 0.997; Nn1c(=O)c2ccccc2nc1C(F)(F)F
ZINC04108044; 0.988; Clc1ccc2c(c1)c(=O)n(c(n2)C(F)(F)F)N
ZINC18085406; 0.903; O=c1[nH]c(nc2c1cccc2)C(F)(F)F
ZINC11848877; 0.869; Nc1ccc2c(c1)c(=O)n(c(n2)C(F)(F)F)N(C)C
ZINC91690838; 0.866; Clc1cccc2c1c(=O)[nH]c(n2)C(F)(F)F
ZINC11848871; 0.847; Nc1ccc2c(c1)c(=O)[nH]c(n2)C(F)(F)F
ZINC80128254; 0.834; Clc1ccc2c(c1)c(=O)[nH]c(n2)C(F)(F)F
ZINC96345692; 0.816; Fc1cccc2c1nc([nH]c2=O)C(F)(F)F
ZINC75926460; 0.806; Fc1cccc2c1c(=O)[nH]c(n2)C(F)(F)F
ZINC62152173; 0.758; Cc1cccc2c1c(=O)[nH]c(n2)C(F)(F)F
ZINC11848872; 0.718; Nc1ccc2c(c1)c(=O)n(c(n2)C(F)(F)F)C
ZINC75926464; 0.664; Fc1cc2nc([nH]c(=O)c2c(c1F)F)C(F)(F)F
ZINC11848875; 0.651; Nc1ccc2c(c1)c(=O)n(c(n2)C(F)(F)F)C(C)C
ZINC00126191; 0.643; Nn1c(C)nc2c(c1=O)cccc2
ZINC75926461; 0.637; Cc1ccc2c(c1F)c(=O)[nH]c(n2)C(F)(F)F
ZINC11848876; 0.633; Nc1ccc2c(c1)c(=O)n(c(n2)C(F)(F)F)C1CC1
ZINC00143986; 0.565; Fc1ccc2c(c1)c(=O)n(c(n2)C)N
ZINC95935288; 0.533; Nn1c(nc2c(c1=O)cccc2)CC(F)(F)F
ZINC00236438; 0.521; Cc1cc(C)c2c(c1)c(=O)[nH]c(n2)C(F)(F)F
ZINC71255747; 0.503; O=c1[nH]c(nc2c1ccnc2)C(F)(F)F
ZINC00343810; 0.496; OCc1nc2ccccc2c(=O)n1N
ZINC00484605; 0.496; Nn1c(=O)c2ccccc2nc1C(C)(C)C
ZINC08731869; 0.496; NCc1nc2ccccc2c(=O)n1N
ZINC00398868; 0.496; Cc1ccc2c(c1)c(=O)n(c(n2)C)N
ZINC00160299; 0.496; CCc1nc2ccccc2c(=O)n1N
ZINC00396159; 0.496; CC(c1nc2ccccc2c(=O)n1N)C
ZINC45817603; 0.446; COc1cccc2c1nc([nH]c2=O)C(F)(F)F
ZINC61714955; 0.440; Oc1ccc2c(c1)c(=O)n(c(n2)C)N
ZINC03131506; 0.440; Clc1ccc2c(c1)c(=O)n(c(n2)C)N
ZINC95935292; 0.432; Fc1ccc2c(c1)c(=O)n(c(n2)C(C)C)N
ZINC21953429; 0.422; Brc1ccc2c(c1)c(=O)n(c(n2)C)N
ZINC02654059; 0.405; Clc1ccc2c(c1)nc(n(c2=O)N)C
ZINC82309791; 0.405; C[C@H](C(C)(C)C)c1nc2ccccc2c(=O)n1N
ZINC82309794; 0.405; C[C@@H](C(C)(C)C)c1nc2ccccc2c(=O)n1N
ZINC00314362; 0.405; CCCc1nc2ccccc2c(=O)n1N
ZINC05000249; 0.405; CC(Cc1nc2ccccc2c(=O)n1N)C
ZINC17744450; 0.401; Nn1c(=O)[nH]c2c(c1=O)cccc2
ZINC00501340; 0.383; Nn1cnc2c(c1=O)cccc2
ZINC00001106; 0.383; Nn1cnc2c(c1=O)cc1c(c2)cccc1
ZINC00127356; 0.372; O=c1n(N)c(nc2c1cccc2)c1ccccc1
ZINC00033618; 0.372; Nn1c(C)nc2c(c1=O)cc(cc2)c1ccc2c(c1)c(=O)n(c(n2)C)N
ZINC00392124; 0.372; N#CCc1nc2ccccc2c(=O)n1N
ZINC91691473; 0.363; Nn1c(nc2c(c1=O)cccc2)c1ccc(cc1)C(F)(F)F
ZINC00406070; 0.357; Cc1ccc(cc1)c1nc2ccccc2c(=O)n1N
ZINC02873753; 0.357; CCCCc1nc2ccccc2c(=O)n1N
ZINC76004304; 0.356; Fc1ccc2c(c1)nc(n2N)C(F)(F)F
ZINC39215867; 0.348; CCN(Cc1nc2ccccc2c(=O)n1N)CC
ZINC39124454; 0.343; Oc1cccc2c1nc(C)n(c2=O)N
ZINC04185040; 0.343; Nn1c(CCCc2nc3ccccc3c(=O)n2N)nc2c(c1=O)cccc2
ZINC01881930; 0.343; Clc1cc(Cl)c2c(c1)c(=O)n(c(n2)C)N
ZINC15422852; 0.343; BrCCc1nc2ccccc2c(=O)n1N
ZINC75625310; 0.334; C=CCCc1nc2ccccc2c(=O)n1N
ZINC87493470; 0.329; Clc1ccc2c(c1)c(=O)n(c(n2)C(C)C)N
ZINC02059465; 0.329; CCCCCc1nc2ccccc2c(=O)n1N
ZINC76004303; 0.325; Fc1ccc2c(c1)n(N)c(n2)C(F)(F)F
ZINC82317923; 0.315; CCc1nc2ccc(cc2c(=O)n1N)Br
ZINC04838148; 0.315; CCCCCCc1nc2ccccc2c(=O)n1N
ZINC00268019; 0.313; Fc1ccc(cc1)c1nc2ccccc2c(=O)n1N
ZINC08793749; 0.311; Cc1nc2ccccc2c(=O)[nH]1
ZINC08677515; 0.311; Cc1nc2cc3ccccc3cc2c(=O)[nH]1
ZINC39411671; 0.309; Cc1ccc2c(c1)c(=O)n(c(=O)[nH]2)N
ZINC82296199; 0.308; C=CCCCc1nc2ccccc2c(=O)n1N
ZINC44272048; 0.307; Nc1cnn(c1)c1cccc(n1)C(F)(F)F
ZINC03073196; 0.302; Nn1c(nc2c(c1=O)cccc2)c1ccncc1
ZINC00818218; 0.302; Nn1c(nc2c(c1=O)cccc2)C1CCCCC1
ZINC91691471; 0.302; Cc1ccccc1c1nc2ccccc2c(=O)n1N
ZINC00268025; 0.302; Cc1cccc(c1)c1nc2ccccc2c(=O)n1N
ZINC61714998; 0.302; Cc1c(C)ccc2c1nc(C)n(c2=O)N
ZINC98178197; 0.302; Brc1cc(Br)c2c(c1)c(=O)n(c(n2)C)N
ZINC00004739; 0.299; O=c1c2ccccc2nc(n1c1ccccc1)C(F)(F)F
ZINC71790114; 0.290; COc1cccc(c1C(=O)C(F)(F)F)N
ZINC71781918; 0.286; O=c1c2cnc(nc2nc2n1cccc2)C(F)(F)F
ZINC04114505; 0.284; C=CCCCCc1nc2ccccc2c(=O)n1N
ZINC72416339; 0.283; Cc1ncc2c(n1)ccn(c2=O)N
ZINC39055758; 0.280; COc1ccc(cc1C(=O)C(F)(F)F)N
ZINC00314368; 0.279; Nn1c(nc2c(c1=O)cccc2)c1ccc(cc1)C(C)(C)C
ZINC04114508; 0.279; C#CCCCc1nc2ccccc2c(=O)n1N
ZINC91691468; 0.278; Fc1cccc(c1)c1nc2ccccc2c(=O)n1N
ZINC95215873; 0.275; NNC(=O)c1c(nc2n1cc(Br)cc2)C(F)(F)F
ZINC75620963; 0.270; Clc1ccc2c(c1)c(=O)n(c(=O)[nH]2)N
ZINC00159921; 0.267; O=c1n(N)c(Cc2ccccc2)nc2c1cccc2
ZINC13556777; 0.267; Nn1c(C)nc2c(c1=O)[nH]c1c2cccc1
ZINC00316080; 0.267; Fc1ccccc1c1nc2ccccc2c(=O)n1N
ZINC05423591; 0.267; Cc1nc2ccccc2c(=O)n1[n+]1ccccc1
ZINC39630551; 0.265; Nn1c(N)nc2c(c1=O)cccc2
ZINC00166507; 0.265; NN=c1nc([nH]c(c1C)C)C(F)(F)F
ZINC38534267; 0.265; Fc1ccc2c(c1)c(=O)[nH]c(n2)C
ZINC82293743; 0.262; Nn1c(nc2c(c1=O)cccc2)c1c[nH]nc1
ZINC04278506; 0.261; Nn1c(CN2CCCCC2)nc2c(c1=O)cccc2
ZINC72209604; 0.260; Nc1cnn2c1nc(cc2C)C(F)(F)F
ZINC39383176; 0.258; Clc1ccc2c(c1)[nH]c(=O)n(c2=O)N
ZINC50830017; 0.257; Nc1snnc1Cn1ccc(n1)C(F)(F)F
ZINC00508228; 0.257; Clc1ccc(cc1)c1nc2ccccc2c(=O)n1N
ZINC91691477; 0.257; CN(c1ccc(cc1)c1nc2ccccc2c(=O)n1N)C
ZINC00267615; 0.257; Brc1ccc(cc1)c1nc2ccccc2c(=O)n1N
ZINC12463265; 0.253; Nc1ccc2c(c1)c(=O)[nH]c(n2)C
ZINC07779436; 0.252; Clc1ccc2c(c1)c(=O)n(cn2)N
ZINC03887083; 0.248; NNC(=O)Cn1c2ccccc2nc1C(F)(F)F
ZINC00213116; 0.247; OC(=O)CCc1nc2ccccc2c(=O)n1N
ZINC26835220; 0.247; Cc1ccc2c(c1)c(=O)[nH]c(n2)C
ZINC00159200; 0.247; CCOC(=O)c1nc2ccccc2c(=O)n1N
ZINC05000258; 0.247; CC(Cc1nc2cc(Cl)ccc2c(=O)n1N)C
ZINC82314894; 0.241; Brc1ccc2c(c1)c(=O)n(c(=O)[nH]2)N
ZINC05685461; 0.237; O=c1n(N)c(nc2c1cccc2)c1ccccn1
ZINC82293093; 0.237; Nn1c(nc2c(c1=O)cccc2)c1ccc[nH]1
ZINC05000255; 0.237; Clc1ccc2c(c1)nc(n(c2=O)N)C1CC1
ZINC00370241; 0.237; CC(=O)Nn1c(C)nc2c(c1=O)cccc2
ZINC01619961; 0.237; Brc1ccc2c(c1)c(=O)n(c(n2)c1ccccc1)N
ZINC39215869; 0.233; C[C@H]1CCC[C@@H](N1Cc1nc2ccccc2c(=O)n1N)C
ZINC39215868; 0.233; C[C@@H]1CCC[C@@H](N1Cc1nc2ccccc2c(=O)n1N)C
ZINC39215870; 0.233; CC1CCCC(N1Cc1nc2ccccc2c(=O)n1N)C
ZINC22054925; 0.231; COc1cc(Cl)cc(c1N)C(=O)C(F)(F)F
ZINC05939826; 0.229; OCc1nc2ccccc2c(=O)[nH]1
ZINC00316083; 0.229; O=c1[nH]c(nc2c1cccc2)C(C)(C)C
ZINC05729165; 0.229; O=Cc1nc2ccccc2c(=O)[nH]1
ZINC19088957; 0.229; NCc1nc2ccccc2c(=O)[nH]1
ZINC75855180; 0.229; Cn1cc2c(n1)c(c(cc2)F)C(=O)C(F)(F)F
ZINC15205037; 0.229; CCc1nc2ccccc2c(=O)[nH]1
ZINC00802989; 0.229; CC(c1nc2ccccc2c(=O)[nH]1)C
ZINC13395261; 0.229; CC(=CC(=O)C(F)(F)F)Nc1ccccc1O
ZINC00268017; 0.228; Clc1cccc(c1)c1nc2ccccc2c(=O)n1N
ZINC26894407; 0.225; O=c1[nH]cnc2c1cccc2C(F)(F)F
ZINC75884998; 0.225; O=C(Nc1ccc(cc1)Cl)CC(=O)C(F)(F)F
ZINC39215871; 0.224; Nn1c(CN2CCOCC2)nc2c(c1=O)cccc2
ZINC18244317; 0.224; Nn1c(=S)[nH]c2c(c1=O)cccc2
ZINC71478583; 0.224; Clc1ccc2c(c1)ncn(c2=O)N
ZINC00141091; 0.224; CNn1cnc2c(c1=O)cccc2
ZINC04071388; 0.224; CN(/C=N/n1c(C)nc2c(c1=O)cc1c(c2)cccc1)C
ZINC07779435; 0.224; Brc1ccc2c(c1)c(=O)n(cn2)N
ZINC33396298; 0.222; OC(=CC(=O)C(F)(F)F)C=Cc1ccccc1
ZINC75884995; 0.220; O=C(CC(=O)C(F)(F)F)Nc1cccc(c1)Cl
ZINC82735076; 0.220; CNC(=O)Cn1ccnc1C(F)(F)F
ZINC34799069; 0.219; O=c1n(N)c(/C=C\c2ccccc2)nc2c1cccc2
ZINC05772461; 0.219; O=c1n(N)c(/C=C/c2ccccc2)nc2c1cccc2
ZINC00031618; 0.219; Clc1ccccc1c1nc2ccccc2c(=O)n1N
ZINC00388917; 0.219; Clc1ccc(cc1)c1nc2ccc(cc2c(=O)n1N)C
ZINC04093845; 0.219; CCCCc1ccc(cc1)c1nc2ccccc2c(=O)n1N
ZINC04114506; 0.219; CC#CCC(c1nc2ccccc2c(=O)n1N)CC#CC
ZINC03156461; 0.219; Brc1ccccc1c1nc2ccccc2c(=O)n1N
ZINC36395886; 0.218; O=C([C@H](SC(F)(F)F)C)Nc1nccs1
ZINC12524018; 0.218; O=C(C(F)(F)F)C=CNc1cccnc1
ZINC82296003; 0.218; Nn1cnc2c(c1=O)cc1c(c2)n(c(n1)C)C
ZINC14628492; 0.218; C=Cc1nc2ccccc2c(=O)[nH]1
ZINC00031620; 0.216; [O-][N+](=O)c1cccc(c1)c1nc2ccccc2c(=O)n1N
ZINC74934334; 0.216; CC(=O)Nc1cccc(n1)C(F)(F)F
ZINC26543683; 0.214; O=C(Nc1ccccc1Cl)CC(=O)C(F)(F)F
ZINC82735077; 0.214; C[C@H](n1ccnc1C(F)(F)F)C(=O)N
ZINC00281753; 0.213; Ic1ccc2c(c1)c(=O)[nH]c(n2)C
ZINC72416407; 0.213; Cc1ncc2c(n1)c1ccccc1[nH]c2=O
ZINC59072749; 0.213; Cc1nc2cccc(c2c(=O)[nH]1)C
ZINC95760930; 0.213; Cc1ccc2c(c1)nc([nH]c2=O)C
ZINC13554985; 0.212; Cc1ccc2c(c1)c1nc(C)n(c(=O)c1[nH]2)N
ZINC00547143; 0.211; O=c1n(N)c(COc2ccccc2)nc2c1cccc2
ZINC75885062; 0.211; O=C(CC(=O)C(F)(F)F)Nc1cccc(c1)Br
ZINC05000259; 0.211; Clc1ccc2c(c1)nc(n(c2=O)N)C1CCC1
ZINC00112303; 0.211; Clc1c(=O)c2ccccc2oc1C(F)(F)F
ZINC82735078; 0.211; C[C@@H](n1ccnc1C(F)(F)F)C(=O)N
ZINC00314307; 0.211; COc1ccc(cc1)c1nc2ccccc2c(=O)n1N
ZINC35521571; 0.211; COc1cc2c(cc1OC)nc(n(c2=O)N)C
ZINC79913341; 0.210; O=c1[nH]c(CCC(F)(F)F)nc2c1cccc2
ZINC75885058; 0.209; O=C(Nc1ccc(cc1)Br)CC(=O)C(F)(F)F
ZINC75884969; 0.209; O=C(CC(=O)C(F)(F)F)Nc1ccc(cc1)F
ZINC64033852; 0.209; Fc1ccc2c(c1)nc([nH]c2=O)C
ZINC48623161; 0.209; Fc1ccc2c(c1)c(=O)[nH]c(n2)c1ncccn1
ZINC19421786; 0.207; SCc1nc2ccccc2c(=O)[nH]1
ZINC72194474; 0.207; O=C(Nc1ccccc1)CC(=O)C(F)(F)F
ZINC76004278; 0.207; Nn1c2ccccc2nc1C(F)(F)F
ZINC82370056; 0.207; Nc1c[nH]c(c1)n1ccc(n1)C(F)(F)F
ZINC17744160; 0.207; ClCc1nc2ccccc2c(=O)[nH]1
ZINC13514985; 0.207; Cc1nc2c(N)cccc2c(=O)[nH]1
ZINC17013531; 0.207; BrCc1nc2ccccc2c(=O)[nH]1
ZINC82351070; 0.205; Oc1ccccc1c1ncc([nH]1)C(F)(F)F
ZINC49452990; 0.203; O=c1n(N)c(nc2c1cccc2)c1cccnc1
ZINC75898670; 0.203; O=C(CC(=O)C(F)(F)F)Nc1cccc(c1)N
ZINC01572909; 0.203; Clc1ccc(cc1Cl)c1nc2ccccc2c(=O)n1N
ZINC00363898; 0.203; Cc1nc2ccccc2c(=O)n1Nc1ccccc1
ZINC82310882; 0.203; COC(=O)CCc1nc2ccccc2c(=O)n1N
ZINC02524955; 0.201; COc1nccc(c1N)C(=O)C(F)(F)F
ZINC08582872; 0.200; CCOC(=O)c1ccc2c(c1)c(=O)[nH]c(n2)C(F)(F)F
ZINC22996535; 0.199; O=C(c1cc(cc(n1)C(F)(F)F)C(F)(F)F)Nc1ccccc1
ZINC75885060; 0.199; O=C(Nc1ccccc1Br)CC(=O)C(F)(F)F
ZINC83433582; 0.199; N#CCC(=O)Nc1ccccc1SC(F)(F)F
ZINC02518008; 0.199; COc1ccccc1CC(=O)C(F)(F)F
ZINC76214028; 0.199; CC(=O)Nc1cccc2c1[nH]c(n2)C(F)(F)F
ZINC33648485; 0.198; Oc1ccc2c(c1)c(=O)[nH]c(n2)C
ZINC15022553; 0.198; O=c1[nH]c(nc2c1cccc2)C(Cl)(Cl)Cl
ZINC17013530; 0.198; O=c1[nH]c(nc2c1cccc2)C(Br)(Br)Br
ZINC06147401; 0.198; O=c1[nH]c(nc2c1ccc1c2cccc1)C(Cl)(Cl)Cl
ZINC06147403; 0.198; O=c1[nH]c(nc2c1c1ccccc1cc2)C(Cl)(Cl)Cl
ZINC18098141; 0.198; Clc1ccc2c(c1)c(=O)[nH]c(n2)C
ZINC00388028; 0.198; ClC(c1nc2ccccc2c(=O)[nH]1)Cl
ZINC72192248; 0.197; O=c1[nH]c(nc2c1cccc2)c1ccc(cc1)C(F)(F)F
ZINC02774681; 0.197; O=CNn1cnc2c(c1=O)cccc2
ZINC36533743; 0.197; Nc1cnn(c1)c1nccc(n1)C(F)(F)F
ZINC00310322; 0.196; CSc1nc2ccccc2c(=O)n1N
ZINC22996543; 0.195; O=C(c1cc(cc(n1)C(F)(F)F)C(F)(F)F)Nc1ccccc1Cl
ZINC75884962; 0.195; O=C(Nc1ccccc1C)CC(=O)C(F)(F)F
ZINC75885026; 0.195; O=C(CC(=O)C(F)(F)F)Nc1ccc(c(c1)Cl)F
ZINC17917305; 0.194; O=c1[nH]c(nc2c1cccc2)c1ccccc1
ZINC75580059; 0.194; Cn1c2ccccc2c(=O)n(c1=O)N
ZINC39326019; 0.194; Cn1c(=O)c2ccccc2n(c1=O)N
